artist,album,track,listen_date,genre
Twin Forks,Twin Forks,Can't Be Broken,"30 Jan 2018, 14:20","folk,seen live,indie,indie folk,pop,folk-pop,indie pop,american,folk pop,male vocalists"
Edward Sharpe & The Magnetic Zeros,Up From Below,40 Day Dream,"30 Jan 2018, 14:16","folk,indie,indie folk,seen live,indie pop,Alt-country,american,alternative,indie rock,folk rock"
The Lighthouse and the Whaler,This Is an Adventure,This Is an Adventure,"30 Jan 2018, 14:13","indie,indie pop,dream pop,folk,seen live,indie folk,folk rock,Ohio,indie rock,american"
Portugal. The Man,In the Mountain in the Cloud,So American,"30 Jan 2018, 14:10","experimental,indie,seen live,indie rock,Progressive,rock,Progressive rock,alternative,psychedelic,american"
Thao,Know Better Learn Faster,Cool Yourself,"30 Jan 2018, 14:07","indie pop,seen live,indie,kill rock stars,female vocalists,folk,pop,rock,alternative,indie rock"
Youngblood Hawke,Youngblood Hawke,Rootless,"30 Jan 2018, 14:04","indie,electronic,indie pop,pop,alternative,seen live,indie rock,electropop,female vocalists,USA"
The Ballroom Thieves,The Devil & The Deep,Loose Lips,"30 Jan 2018, 14:00","folk,seen live,folk rock,folk-rock,acoustic,american,indie folk,indie-folk,instrument:cello,location:us:ma:boston"
Okkervil River,The Stand Ins,Lost Coastlines,"30 Jan 2018, 13:55","seen live,indie,folk,indie rock,Alt-country,alternative,rock,indie folk,singer-songwriter,folk rock"
Jenny Lewis,The Voyager,Head Underwater,"30 Jan 2018, 13:51","indie,female vocalists,singer-songwriter,seen live,folk,indie pop,Alt-country,indie rock,americana,jenny lewis"
Bastille,Remixed,Laura Palmer - RAC Mix,"30 Jan 2018, 13:48","indie,electronic,alternative,british,seen live,House,indie rock,indie pop,pop,alternative rock"
Bastille,Basket Case (From ‘The Tick’ TV Series),Basket Case - From ‘The Tick’ TV Series,"30 Jan 2018, 13:45","indie,electronic,alternative,british,seen live,House,indie rock,indie pop,pop,alternative rock"
Bayside,Bayside,Don't Call Me Peanut,"30 Jan 2018, 13:40","seen live,emo,rock,alternative,punk,indie,pop punk,alternative rock,punk rock,screamo"
Mating Ritual,How You Gonna Stop It?,I Wear Glasses,"30 Jan 2018, 13:36","indie,indie rock,los angeles,check later,United States"
Somos,Temple of Plenty,Familiar Theme,"30 Jan 2018, 13:33","emo,pop punk,seen live,indie,punk,indie rock,argentina,Pop-punk,Love Metal,midwest emo"
Walter Etc.,Gloom Cruise,April 41st,"30 Jan 2018, 13:30",
Bellows,Fist & Palm,"Spring, Summer, Autumn, Winter","30 Jan 2018, 13:27","experimental,drone,Lo-Fi,abstract,electronic,seen live,pop,ambient,indie pop,field recordings"
Penny and Sparrow,Tenboom,Brothers,"30 Jan 2018, 13:24","folk,indie,seen live,Awesome,melancholic,male vocalists"
Darlingside,Pilot Machines,The Ancestor,"30 Jan 2018, 13:20","folk,indie rock,male vocalists,USA,indie folk,boston,indie,rock,folk pop,Alternative Folk"
Cake,Prolonging the Magic,Let Me Go,"30 Jan 2018, 13:17","alternative,rock,indie,alternative rock,indie rock,seen live,Cake,90s,pop,funk"
Step Rockets,Future Nature,Kisser,"30 Jan 2018, 13:13","indie,rock,alternative,pop,Minnesota,psychedelic,indie rock,Minneapolis,SXSW 2014,geohash:9zvxvsvqcjh9"
Houndmouth,From the Hills Below the City,On the Road,"30 Jan 2018, 13:11","indie folk,seen live,indie,folk,indie rock,american,americana,rock,country,USA"
Lord Huron,Strange Trails,The Night We Met,"30 Jan 2018, 13:07","folk,seen live,psychedelic,indie,indie pop,lionkingcore,indie folk,american,singer-songwriter,pop"
Ichiko Aoba,剃刀乙女,ココロノセカイ,"30 Jan 2018, 13:04","female vocalists,japanese,folk,singer-songwriter,acoustic,beautiful,japan,indie,ambient,haunting"
Ichiko Aoba,剃刀乙女,不和リン,"30 Jan 2018, 13:00","female vocalists,japanese,folk,singer-songwriter,acoustic,beautiful,japan,indie,ambient,haunting"
We Were Promised Jetpacks,Unravelling,Peaks and Troughs,"30 Jan 2018, 12:57","indie rock,seen live,indie,Scottish,rock,scotland,post-punk,british,alternative,post-rock"
Tiny Moving Parts,Pleasant Living,Entrances & Exits,"30 Jan 2018, 04:12","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Pleasant Living,Spring Fever,"30 Jan 2018, 04:10","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Pleasant Living,Boxcar,"30 Jan 2018, 04:07","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Pleasant Living,The Better Days,"30 Jan 2018, 04:04","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Pleasant Living,Movies,"30 Jan 2018, 04:01","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Pleasant Living,Whiskey Waters,"30 Jan 2018, 03:59","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Pleasant Living,I Hope Things Go The Way I Hope,"30 Jan 2018, 03:56","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Pleasant Living,Fourth of July,"30 Jan 2018, 03:53","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Pleasant Living,Always Focused,"30 Jan 2018, 03:50","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Pleasant Living,Sundress,"30 Jan 2018, 03:47","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,Caution,"30 Jan 2018, 03:44","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,Wishbone,"30 Jan 2018, 03:40","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,Malfunction,"30 Jan 2018, 03:37","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,It’s Too Cold Tonight,"30 Jan 2018, 03:34","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,Whale Watching,"30 Jan 2018, 03:31","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,Wildfire,"30 Jan 2018, 03:27","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,Caution,"30 Jan 2018, 03:24","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,Feel Alive,"30 Jan 2018, 03:21","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,Smooth It Out,"30 Jan 2018, 03:17","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,Applause,"30 Jan 2018, 03:14","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Foxing,The Albatross,Quietus,"30 Jan 2018, 03:09","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Calm Before,"30 Jan 2018, 03:08","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Den Mother,"30 Jan 2018, 03:04","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,"Bit By a Dead Bee, Pt. II","30 Jan 2018, 03:00","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,"Bit By a Dead Bee, Pt. I","30 Jan 2018, 02:57","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Rory,"30 Jan 2018, 02:53","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Pent Up In A Blind,"30 Jan 2018, 02:52","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,The Medic,"30 Jan 2018, 02:49","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Inuit,"30 Jan 2018, 02:45","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Bloodhound,"30 Jan 2018, 02:42","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
The War on Drugs,Lost in the Dream,Red Eyes,"30 Jan 2018, 02:36","indie rock,seen live,indie,folk,folk rock,rock,american,shoegaze,americana,psychedelic"
The War on Drugs,A Deeper Understanding,Strangest Thing,"29 Jan 2018, 04:06","indie rock,seen live,indie,folk,folk rock,rock,american,shoegaze,americana,psychedelic"
The War on Drugs,A Deeper Understanding,Holding On,"29 Jan 2018, 04:00","indie rock,seen live,indie,folk,folk rock,rock,american,shoegaze,americana,psychedelic"
The War on Drugs,A Deeper Understanding,Pain,"29 Jan 2018, 03:54","indie rock,seen live,indie,folk,folk rock,rock,american,shoegaze,americana,psychedelic"
The War on Drugs,A Deeper Understanding,Up All Night,"29 Jan 2018, 03:48","indie rock,seen live,indie,folk,folk rock,rock,american,shoegaze,americana,psychedelic"
Modern Baseball,Holy Ghost,Just Another Face,"29 Jan 2018, 03:42","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,What If...,"29 Jan 2018, 03:40","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,"Apple Cider, I Don't Mind","29 Jan 2018, 03:38","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Breathing In Stereo,"29 Jan 2018, 03:37","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Coding These To Lukens,"29 Jan 2018, 03:35","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Hiding,"29 Jan 2018, 03:31","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,You're Gonna Miss It All,Apartment,"29 Jan 2018, 03:28","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Hiding,"29 Jan 2018, 03:25","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,You're Gonna Miss It All,Rock Bottom,"29 Jan 2018, 03:22","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,You're Gonna Miss It All,Broken Cash Machine,"29 Jan 2018, 03:21","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,You're Gonna Miss It All,"Fine, Great","29 Jan 2018, 03:18","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Foxing,The Albatross,Quietus,"29 Jan 2018, 03:12","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Calm Before,"29 Jan 2018, 03:10","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Den Mother,"29 Jan 2018, 03:07","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,"Bit By a Dead Bee, Pt. II","29 Jan 2018, 03:02","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,"Bit By a Dead Bee, Pt. I","29 Jan 2018, 02:59","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Rory,"29 Jan 2018, 02:55","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Pent Up In A Blind,"29 Jan 2018, 02:55","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,The Medic,"29 Jan 2018, 02:51","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Inuit,"29 Jan 2018, 02:47","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Foxing,The Albatross,Bloodhound,"29 Jan 2018, 02:45","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Lana Del Rey,Lust for Life,Love,"29 Jan 2018, 02:42","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Lust for Life,13 Beaches,"29 Jan 2018, 02:37","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Born To Die (Bonus Track Version),Born to Die,"29 Jan 2018, 02:32","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Born To Die (Bonus Track Version),Summertime Sadness,"29 Jan 2018, 02:28","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Lust for Life,Summer Bummer (feat. A$AP Rocky & Playboi Carti),"29 Jan 2018, 02:23","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
BØRNS,Blue Madonna,God Save Our Young Blood,"29 Jan 2018, 02:20","seen live,pop,indie,folk,ambient,indie pop,indie-pop,synthpop,alternative,Michigan"
Lana Del Rey,Born To Die (Bonus Track Version),Video Games,"29 Jan 2018, 02:15","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Lust for Life,Lust for Life (with The Weeknd),"29 Jan 2018, 02:10","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Young and Beautiful,Young and Beautiful,"29 Jan 2018, 02:06","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Lust for Life,Love,"29 Jan 2018, 02:02","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Brand New,Deja Entendu,"Okay I Believe You, But My Tommy Gun Don't","29 Jan 2018, 01:54","emo,rock,alternative,seen live,indie,indie rock,alternative rock,punk,Brand New,pop punk"
Brand New,Science Fiction,Same Logic/Teeth,"29 Jan 2018, 01:48","emo,rock,alternative,seen live,indie,indie rock,alternative rock,punk,Brand New,pop punk"
Brand New,Science Fiction,Waste,"29 Jan 2018, 01:43","emo,rock,alternative,seen live,indie,indie rock,alternative rock,punk,Brand New,pop punk"
Brand New,Deja Entendu,The Boy Who Blocked His Own Shot,"29 Jan 2018, 01:39","emo,rock,alternative,seen live,indie,indie rock,alternative rock,punk,Brand New,pop punk"
Brand New,Deja Entendu,Sic Transit Gloria ... Glory Fades,"29 Jan 2018, 00:46","emo,rock,alternative,seen live,indie,indie rock,alternative rock,punk,Brand New,pop punk"
Brand New,Science Fiction,Can't Get It Out,"29 Jan 2018, 00:41","emo,rock,alternative,seen live,indie,indie rock,alternative rock,punk,Brand New,pop punk"
Brand New,Deja Entendu,The Quiet Things That No One Ever Knows,"29 Jan 2018, 00:37","emo,rock,alternative,seen live,indie,indie rock,alternative rock,punk,Brand New,pop punk"
Brand New,The Devil and God Are Raging Inside Me,Jesus Christ,"29 Jan 2018, 00:31","emo,rock,alternative,seen live,indie,indie rock,alternative rock,punk,Brand New,pop punk"
Cat Power,Sun,Manhattan,"29 Jan 2018, 00:23","indie,female vocalists,singer-songwriter,folk,alternative,seen live,indie rock,indie pop,rock,indie folk"
Cat Power,The Greatest,The Greatest,"29 Jan 2018, 00:20","indie,female vocalists,singer-songwriter,folk,alternative,seen live,indie rock,indie pop,rock,indie folk"
Rhodes,Wishes (Deluxe Version),Let it All Go,"29 Jan 2018, 00:17","indie,singer-songwriter,alternative,seen live,folk,british,math rock,emo,acoustic,composer"
Birdy,Not About Angels,Not About Angels,"29 Jan 2018, 00:14","folk,indie,female vocalists,british,singer-songwriter,indie pop,pop,piano,indie folk,seen live"
Birdy,Birdy,Skinny Love,"28 Jan 2018, 23:19","folk,indie,female vocalists,british,singer-songwriter,indie pop,pop,piano,indie folk,seen live"
Bon Iver,Bon Iver,Beth/Rest,"28 Jan 2018, 23:12","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Bon Iver,Bon Iver,"Lisbon, OH","28 Jan 2018, 23:10","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Bon Iver,Bon Iver,Calgary,"28 Jan 2018, 23:06","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Bon Iver,Bon Iver,Wash.,"28 Jan 2018, 23:01","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Disclosure,Settle,Help Me Lose My Mind,"28 Jan 2018, 22:57","electronic,seen live,future garage,UK Garage,House,dubstep,deep house,Rhythmic Noise,british,uk funky"
Bon Iver,Bon Iver,"Hinnom, TX","28 Jan 2018, 22:52","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Bon Iver,Bon Iver,Michicant,"28 Jan 2018, 22:48","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Bon Iver,Bon Iver,Towers,"28 Jan 2018, 22:45","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Bon Iver,Bon Iver,Holocene,"28 Jan 2018, 22:40","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Bon Iver,Bon Iver,"Minnesota, WI","28 Jan 2018, 22:36","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Bon Iver,Bon Iver,Perth,"28 Jan 2018, 22:31","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Wilco,Sky Blue Sky,Please Be Patient with Me,"28 Jan 2018, 20:36","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Sky Blue Sky,Shake It Off,"28 Jan 2018, 20:31","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Sky Blue Sky,Side with the Seeds,"28 Jan 2018, 19:59","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Sky Blue Sky,Sky Blue Sky,"28 Jan 2018, 19:56","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Sky Blue Sky,Impossible Germany,"28 Jan 2018, 19:50","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Sky Blue Sky,You Are My Face,"28 Jan 2018, 19:45","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Sky Blue Sky,Either Way,"28 Jan 2018, 19:40","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Strange Talk,Young Hearts,Young Hearts,"28 Jan 2018, 19:05","electropop,australian,indie,electronic,pop,synthpop,indie pop,seen live,dance,electronica"
Cloud Cult,Advice From the Happy Hippopotamus,Lucky Today,"28 Jan 2018, 19:03","indie,experimental,indie rock,indie pop,seen live,alternative,Minnesota,rock,electronic,american"
All Get Out,The Season,Lucky Bastard,"28 Jan 2018, 19:01","indie rock,indie,seen live,rock,folk,alternative rock,post-hardcore,south carolina,sounds so sincere I could die,alternative"
The New Electric Sound,The New Electric Sound,Suitcase,"28 Jan 2018, 18:57","indie,utah,provo,rock,Salt Lake,Surf,indie rock,pop,USA,Love"
Darwin Deez,Double Down,Last Cigarette,"28 Jan 2018, 18:54","indie,indie pop,seen live,electronic,experimental,pop,american,alternative,indie rock,USA"
Bad Suns,Cardiac Arrest - Single,Cardiac Arrest,"28 Jan 2018, 18:51","indie rock,indie,rock,space rock,desert rock,seen live,alternative,indie pop,los angeles,pop"
Echosmith,Talking Dreams (Deluxe Version),Tell Her You Love Her,"28 Jan 2018, 18:47","indie,pop,indie pop,alternative,american,rock,seen live,female vocalists,USA,pop rock"
Jukebox the Ghost,Jukebox the Ghost,Girl,"28 Jan 2018, 18:43","indie pop,seen live,indie,piano rock,indie rock,piano,rock,alternative,pop,male vocalists"
The Preatures,Blue Planet Eyes,It Gets Better,"28 Jan 2018, 18:40","indie pop,indie,indie rock,seen live,soul,female vocalists,australian,australia,pop,rock"
Manchester Orchestra,Cope (Deluxe Version),Girl Harbor,"28 Jan 2018, 17:04","indie rock,seen live,indie,alternative,rock,atlanta,alternative rock,american,emo,georgia"
Lana Del Rey,Lust for Life,Love,"28 Jan 2018, 16:48","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
HAIM,Something to Tell You,Want You Back,"28 Jan 2018, 16:44","indie,indie pop,seen live,female vocalists,indie rock,soul,pop,american,rock,soft rock"
Tennis,Yours Conditionally,In the Morning I'll Be Better,"28 Jan 2018, 16:40","Lo-Fi,indie pop,chillwave,indie,electronic,seen live,female vocalists,dream pop,surf pop,pop"
Anderson .Paak,MALIBU,Come Down,"28 Jan 2018, 16:37","seen live,soul,Hip-Hop,rnb,Neo-Soul,hip hop,alternative rnb,american,rap,funk"
Broken Social Scene,Forgiveness Rock Record,Sweetest Kill,"28 Jan 2018, 16:32","indie,indie rock,Canadian,seen live,post-rock,alternative,rock,indie pop,experimental,Broken social scene"
Andrew Bird,I Want to See Pulaski at Night,Pulaski at Night,"28 Jan 2018, 16:27","indie,singer-songwriter,folk,seen live,indie pop,alternative,indie rock,indie folk,violin,american"
Girls,Album,Lust For Life,"28 Jan 2018, 16:25","Lo-Fi,indie,indie pop,seen live,indie rock,bridge underwater,american,rock,Garage Rock,alternative"
Toro y Moi,Anything in Return,So Many Details,"28 Jan 2018, 16:20","chillwave,electronic,Lo-Fi,psychedelic,seen live,electronica,dream pop,indie,american,glo-fi"
St. Vincent,Marry Me,"Now, Now","28 Jan 2018, 16:16","seen live,female vocalists,indie,singer-songwriter,indie pop,alternative,indie rock,american,experimental,art pop"
Future Islands,Singles,Seasons (Waiting on You),"28 Jan 2018, 16:12","seen live,new wave,electronic,experimental,synthpop,Electro Pop,Neo Soul,indie,american,electropop"
HAIM,Days Are Gone,The Wire,"28 Jan 2018, 16:08","indie,indie pop,seen live,female vocalists,indie rock,soul,pop,american,rock,soft rock"
Arcade Fire,Funeral,Wake Up,"28 Jan 2018, 16:02","indie,indie rock,alternative,Canadian,seen live,rock,alternative rock,art rock,baroque pop,folk"
Mitski,Puberty 2,Your Best American Girl,"28 Jan 2018, 15:59","seen live,indie rock,indie,dream pop,indie pop,female vocalists,rock,singer-songwriter,Garage Rock,art pop"
Lana Del Rey,Born To Die (Bonus Track Version),Born to Die,"28 Jan 2018, 15:51","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Born To Die (Bonus Track Version),Summertime Sadness,"28 Jan 2018, 15:45","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Lust for Life,Summer Bummer (feat. A$AP Rocky & Playboi Carti),"28 Jan 2018, 15:41","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
BØRNS,Blue Madonna,God Save Our Young Blood,"28 Jan 2018, 15:37","seen live,pop,indie,folk,ambient,indie pop,indie-pop,synthpop,alternative,Michigan"
Lana Del Rey,Born To Die (Bonus Track Version),Video Games,"28 Jan 2018, 15:33","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Lust for Life,Lust for Life (with The Weeknd),"28 Jan 2018, 15:28","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Young and Beautiful,Young and Beautiful,"28 Jan 2018, 15:24","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Lust for Life,Love,"28 Jan 2018, 15:20","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Lana Del Rey,Born to Die - The Paradise Edition,Cola,"28 Jan 2018, 14:57","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Turnover,Peripheral Vision,Cutting My Fingers Off,"28 Jan 2018, 13:43","pop punk,emo,dream pop,punk,indie,indie rock,shoegaze,punk rock,seen live,Pop-punk"
Turnover,Peripheral Vision,Cutting My Fingers Off,"26 Jan 2018, 13:52","pop punk,emo,dream pop,punk,indie,indie rock,shoegaze,punk rock,seen live,Pop-punk"
Vinyl Theatre,Electrogram,Breaking up My Bones,"26 Jan 2018, 13:49","indie,indie rock,electropop,seen live,alternative,Pop-Rock,All,indie pop,electronic,pop"
Kishi Bashi,Lighght,Philosophize in it! Chemicalize with it!,"26 Jan 2018, 13:47","indie,folk,pop,seen live,indie pop,world,chamber pop,experimental,acoustic,american"
VACATIONER,Relief,Paradise Waiting,"26 Jan 2018, 13:44","indie,chillout,electronic,seen live,american,alternative,indie pop,nu hula,discover,take a look at"
Day Wave,We Try But We Don't Fit In,We Try But We Don't Fit In,"26 Jan 2018, 13:40","indie,dream pop,indie rock,seen live,Surf,pop,rock,USA,shoegaze,american"
Plants and Animals,The End of That,Lightshow,"26 Jan 2018, 13:36","seen live,Canadian,indie,indie rock,montreal,rock,folk,indie pop,acoustic,alternative rock"
Taylor Swift,Speak Now World Tour Live,Ours - Live/2011,"26 Jan 2018, 13:34","country,pop,female vocalists,singer-songwriter,acoustic,taylor swift,country pop,american,seen live,female"
Ed Sheeran,+,Sunburn - Deluxe Edition,"26 Jan 2018, 02:23","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
The Airborne Toxic Event,All At Once,The Graveyard Near The House,"26 Jan 2018, 02:18","indie rock,indie,rock,seen live,american,indie pop,alternative rock,alternative,los angeles,LastfmSC"
John Mayer,Battle Studies,Who Says,"26 Jan 2018, 02:15","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
Bright Eyes,"I'm Wide Awake, It's Morning",First Day of My Life,"26 Jan 2018, 02:12","indie,singer-songwriter,folk,seen live,indie rock,emo,alternative,rock,acoustic,Bright Eyes"
