artist,album,track,listen_date,genre
BewhY,International Wave,International Wave,"21 Feb 2019, 22:23","Hip-Hop,Korean,rap,Awesome,k-hiphop,trap,Christian hip hop,K-hip hop,khh,sexy street"
Japanese Breakfast,Soft Sounds From Another Planet,Till Death,"21 Feb 2019, 21:51","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Say Anything,Is A Real Boy,I Want to Know Your Plans,"21 Feb 2019, 21:46","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Pinegrove,Cardinal,Old Friends,"21 Feb 2019, 21:42","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Japanese Breakfast,Soft Sounds From Another Planet,Till Death,"21 Feb 2019, 21:39","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
The Hotelier,It Never Goes Out,An Ode to the Nite Ratz Club,"21 Feb 2019, 19:52","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
BewhY,Shalom,Shalom,"21 Feb 2019, 07:04","Hip-Hop,Korean,rap,Awesome,k-hiphop,trap,Christian hip hop,K-hip hop,khh,sexy street"
BewhY,쇼미더머니5 Episode 3,Forever,"21 Feb 2019, 06:45","Hip-Hop,Korean,rap,Awesome,k-hiphop,trap,Christian hip hop,K-hip hop,khh,sexy street"
Jvcki Wai,IM,Work Out,"21 Feb 2019, 06:41","Hip-Hop,electronic,Korean,trap,rap,Lo-Fi,k-pop,K-RAP,1996,All"
Swings,[Levitate 1] Mixtape,Watch (feat.Black Nut),"21 Feb 2019, 06:38","Korean,Hip-Hop,Korean Hip-Hop,KOREAN HIPHOP,slowcore,k-hiphop,khiphop,hip hop,rap,indie rock"
BlackNut,100,100 (feat.Nochang),"21 Feb 2019, 06:34",
Giriboy,Hogu,Hogu (Prod.by Fisherman of wybh) (feat.BrotherSu),"21 Feb 2019, 06:30","Korean,Hip-Hop,k-hiphop,rap,khiphop,giriboy,Korean Hip-Hop,r&b,male vocalists,underground"
Giriboy,Science Fiction Music : End,"Attention Whore (Prod. By GIRIBOY, Johnny)","21 Feb 2019, 06:26","Korean,Hip-Hop,k-hiphop,rap,khiphop,giriboy,Korean Hip-Hop,r&b,male vocalists,underground"
Giriboy,hightechnology : 3Songs & Instrumentals,The Burden (Prod. By GIRIBOY),"21 Feb 2019, 06:24","Korean,Hip-Hop,k-hiphop,rap,khiphop,giriboy,Korean Hip-Hop,r&b,male vocalists,underground"
Kid Milli,Hyperreal,Hyperreal,"21 Feb 2019, 06:19","Hip-Hop,rap,K-RAP,Korean rap,khiphop,khh,indigo music"
Jvcki Wai,Enchanted Propaganda,Enchanted Propaganda,"21 Feb 2019, 06:16","Hip-Hop,electronic,Korean,trap,rap,Lo-Fi,k-pop,K-RAP,1996,All"
Jvcki Wai,Neo EvE,Anarchy,"21 Feb 2019, 06:14","Hip-Hop,electronic,Korean,trap,rap,Lo-Fi,k-pop,K-RAP,1996,All"
Young B,Stranger,Seoul,"21 Feb 2019, 06:10","Hip-Hop,rap,female,hip hop,Korean,texas,under 2000 listeners,Houston,indigo music"
Giriboy,Graduation,Wewantourmoneyback (Prod. By Lemac),"21 Feb 2019, 06:07","Korean,Hip-Hop,k-hiphop,rap,khiphop,giriboy,Korean Hip-Hop,r&b,male vocalists,underground"
Young B,In The Morning,In The Morning (Feat. Bryn),"21 Feb 2019, 06:04","Hip-Hop,rap,female,hip hop,Korean,texas,under 2000 listeners,Houston,indigo music"
JusThis,IM,IndiGO,"21 Feb 2019, 06:00","Hip-Hop,rap,Korean,Rapper,Korean rap,khiphop,khh,indigo music"
Kid Milli,"AI, THE PLAYLIST",WHY DO FUCKBOIS HANG OUT ON THE NET,"21 Feb 2019, 05:57","Hip-Hop,rap,K-RAP,Korean rap,khiphop,khh,indigo music"
Kid Milli,"AI, THE PLAYLIST",CORPORATE ESPIONAGE,"21 Feb 2019, 05:55","Hip-Hop,rap,K-RAP,Korean rap,khiphop,khh,indigo music"
Swordfish,Rodia,Favorite Clothes,"21 Feb 2019, 05:47","thrash metal,jazz,indie pop,acoustic,breakbeat,Alt-country,heavy metal,rock,indie rock,australian"
Swordfish,Rodia,I'm Okay (x3),"21 Feb 2019, 05:44","thrash metal,jazz,indie pop,acoustic,breakbeat,Alt-country,heavy metal,rock,indie rock,australian"
Swordfish,Rodia,Wash,"21 Feb 2019, 05:40","thrash metal,jazz,indie pop,acoustic,breakbeat,Alt-country,heavy metal,rock,indie rock,australian"
Swordfish,Rodia,Owen,"21 Feb 2019, 05:37","thrash metal,jazz,indie pop,acoustic,breakbeat,Alt-country,heavy metal,rock,indie rock,australian"
Swordfish,Rodia,Social Drinker,"21 Feb 2019, 05:33","thrash metal,jazz,indie pop,acoustic,breakbeat,Alt-country,heavy metal,rock,indie rock,australian"
Swordfish,Rodia,Favorite Clothes,"21 Feb 2019, 05:20","thrash metal,jazz,indie pop,acoustic,breakbeat,Alt-country,heavy metal,rock,indie rock,australian"
Swordfish,Rodia,I'm Okay (x3),"21 Feb 2019, 05:16","thrash metal,jazz,indie pop,acoustic,breakbeat,Alt-country,heavy metal,rock,indie rock,australian"
Swordfish,Rodia,Wash,"20 Feb 2019, 21:14","thrash metal,jazz,indie pop,acoustic,breakbeat,Alt-country,heavy metal,rock,indie rock,australian"
Quiet Company,We Should Go to Counseling,We Should Go to Counseling,"20 Feb 2019, 18:52","indie,indie pop,rock,piano pop,indie rock,twee,power pop,piano,american,piano rock"
Death Cab for Cutie,Northern Lights (Acoustic),Northern Lights - Acoustic,"20 Feb 2019, 18:52","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Car Seat Headrest,Teens Of Denial,(Joe Gets Kicked Out of School for Using) Drugs With Friends (But Says This Isn't a Problem),"20 Feb 2019, 05:04","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Car Seat Headrest,Twin Fantasy,Sober To Death,"20 Feb 2019, 04:59","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Car Seat Headrest,Twin Fantasy,My Boy (Twin Fantasy),"20 Feb 2019, 04:56","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Car Seat Headrest,Teens Of Denial,Fill In The Blank,"20 Feb 2019, 04:52","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Car Seat Headrest,Twin Fantasy,Bodys,"20 Feb 2019, 04:46","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Car Seat Headrest,Teens Of Denial,Drunk Drivers/Killer Whales,"20 Feb 2019, 04:39","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Post Malone,beerbongs & bentleys,Better Now,"20 Feb 2019, 04:26","Hip-Hop,rap,trap,cloud rap,hip hop,seen live,rnb,Crap,shit,pop rap"
oso oso,the yunahon mixtape,the plant mouth,"20 Feb 2019, 01:36","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
oso oso,the yunahon mixtape,the secret spot,"20 Feb 2019, 01:32","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
oso oso,the yunahon mixtape,the slope,"20 Feb 2019, 01:29","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
oso oso,the yunahon mixtape,shoes (the sneaker song),"20 Feb 2019, 01:26","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
oso oso,the yunahon mixtape,great big beaches,"20 Feb 2019, 01:22","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
oso oso,the yunahon mixtape,get there (when you're there),"20 Feb 2019, 01:19","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
oso oso,the yunahon mixtape,the bearer of the truths,"20 Feb 2019, 01:17","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
oso oso,the yunahon mixtape,the walk,"20 Feb 2019, 01:13","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
oso oso,the yunahon mixtape,reindeer games,"20 Feb 2019, 01:09","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
oso oso,the yunahon mixtape,the cool,"20 Feb 2019, 01:06","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
The Hotelier,It Never Goes Out,An Ode to the Nite Ratz Club,"20 Feb 2019, 00:51","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Pinegrove,Pinegrove on Audiotree Live,Aphasia - Audiotree Live Version,"20 Feb 2019, 00:45","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Weezer,Pinkerton,El Scorcho,"19 Feb 2019, 18:09","rock,alternative,alternative rock,indie,indie rock,seen live,emo,power pop,punk,90s"
Grandaddy,Sumday,The Go In The Go-For-It,"19 Feb 2019, 18:09","indie,indie rock,alternative,rock,indie pop,seen live,electronic,Lo-Fi,alternative rock,pop"
Yeah Yeah Yeahs,Spotify Singles (Recorded At Spotify Studios NYC),Maps - Recorded At Spotify Studios NYC,"19 Feb 2019, 15:43","indie,indie rock,female vocalists,alternative,rock,seen live,alternative rock,punk,Garage Rock,american"
Forests,Sun Eat Moon Grave Party,You Seem A Little Anxious,"19 Feb 2019, 02:53","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Spending Eternity In A Japanese Convenience Store,How's Leaving Coming Along?,"19 Feb 2019, 02:48","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Spending Eternity In A Japanese Convenience Store,Tater Tots,"19 Feb 2019, 02:46","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Spending Eternity In A Japanese Convenience Store,I Miss Your Dog (More Than I Miss You),"19 Feb 2019, 02:42","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Spending Eternity In A Japanese Convenience Store,You Must Be Fun At Parties,"19 Feb 2019, 02:39","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Spending Eternity In A Japanese Convenience Store,cirrus clouds,"19 Feb 2019, 02:35","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Spending Eternity In A Japanese Convenience Store,This Town Needs Fun,"19 Feb 2019, 02:30","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Spending Eternity In A Japanese Convenience Store,Goldust,"19 Feb 2019, 02:26","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Spending Eternity In A Japanese Convenience Store,"Perfect Worst Team, Ya Know?","19 Feb 2019, 02:21","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Spending Eternity In A Japanese Convenience Store,Kawaii Hawaii,"19 Feb 2019, 02:18","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Summer Salt,The places you call home,The Sun,"19 Feb 2019, 02:17","seen live,Bossa Nova,oldies,surf rock,austin,under 2000 listeners,Denver,seasons,plan-it-x,5432fun"
Plumtree,Mass Teen Fainting,In The Sink,"19 Feb 2019, 02:14","indie,indie pop,Canadian,female vocalists,twee,pop,indie rock,canada,halifax,canadian pop"
Lomelda,4E,Brazos River,"19 Feb 2019, 02:09","folk,indie,art rock"
yMusic,Year of the Dragon,Year of the Dragon,"19 Feb 2019, 02:06","seen live,indie,Classical,indie classical"
Shakey Graves,Can't Wake Up,Kids These Days,"19 Feb 2019, 02:02","folk,americana,Lo-Fi,seen live,singer-songwriter,Mellow,texas,indie,USA,blues"
Say Anything,I Don't Think It Is,17 Coked Up Speeding,"19 Feb 2019, 01:59","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Unamused Dave,What the Hell,Mango Swisher,"19 Feb 2019, 01:54","math rock,emo,midwest emo"
The Hotelier,It Never Goes Out,Title Track,"19 Feb 2019, 01:49","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Rome Hero Foxes,18 Summers,18 Summers,"19 Feb 2019, 01:47","progressive indie rock,indie rock,progressive post-hardcore,Swancore"
Vundabar,Smell Smoke,Diver,"19 Feb 2019, 01:43","indie rock,surf rock,indie,seen live,Garage Rock,boston,rock,Surf,indie pop,noise rock"
Glocca Morra,Just Married,me + geniene,"19 Feb 2019, 01:38","emo,punk,indie rock,rock,indie,Twinkle daddies,punk rock,midwest emo,seen live,post-hardcore"
Justus Proffit,Nothing's Changed,Nothing's Changed,"19 Feb 2019, 01:36","pop,punk,alternative,indie rock,USA,acoustic,Lo-Fi,male vocalists,10s,female fronted"
The Original Crooks and Nannies,Ugly Laugh,Carry Me,"19 Feb 2019, 01:33",
"Perspective, a lovely hand to hold",What Not To Do,Therapy,"19 Feb 2019, 01:31","emo,midwest emo,math rock,indie rock,indie,lyrical,twinkly,Twinkle daddies,emo revival,sparklepunk"
Julien Baker,Say Yes! A Tribute to Elliott Smith,Ballad of Big Nothing,"19 Feb 2019, 01:28","indie,singer-songwriter,seen live,folk,acoustic,indie folk,female vocalists,alternative rock,emo,slowcore"
Charmer,Charmer,Topanga Lawrence,"19 Feb 2019, 01:25","emo,midwest emo,math rock,hard rock,american,Emo rock,emo revival"
Mat Kerekes,Luna & the Wild Blue Everything,Direction,"19 Feb 2019, 01:22","acoustic,emo,indie,seen live,punk,american,pop punk,Pop-punk"
Forests,Spending Eternity In A Japanese Convenience Store,Kawaii Hawaii,"18 Feb 2019, 16:52","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Mat Kerekes,Luna & the Wild Blue Everything,Direction,"18 Feb 2019, 16:41","acoustic,emo,indie,seen live,punk,american,pop punk,Pop-punk"
Stars Hollow,Tadpole,Tadpole,"18 Feb 2019, 16:38","emo,midwest emo,indie,punk,math rock,indie rock,sad,happy,screamo,twinkly"
Jenny Owen Youngs,The Take Off All Your Clothes - EP,Voice On Tape - Robot Explosion Mix,"18 Feb 2019, 16:35","female vocalists,indie,singer-songwriter,folk,acoustic,seen live,folk rock,american,female vocalist,alternative"
Bryce Dessner,Music for Wood and Strings,Section 1,"16 Feb 2019, 22:40","seen live,contemporary classical,modern classical,Soundtrack,Classical,USA,minimal,american,minimalism,film score"
cende,#1 Hit Single,What I Want,"16 Feb 2019, 22:33","power pop,powerpop,indierock"
"Slaughter Beach, Dog",Welcome,Mallrat Semi-Annual,"16 Feb 2019, 22:30","indie,indie rock,punk,indie pop,USA,male vocalists,10s,yombol,dawg-core,carabiner punk"
Jay Som,I Think You're Alright,I Think You're Alright,"16 Feb 2019, 22:26","dream pop,shoegaze,indie,seen live,female vocalists,USA,pop,alternative,indie rock,noise pop"
Field Medic,Songs From the Sunroom,POWERFUL LOVE,"16 Feb 2019, 22:24","folk,Lo-Fi,folk rock,indie folk"
Serengeti,Doctor My Own Patience,Doctor My Own Patience,"16 Feb 2019, 22:20","Hip-Hop,chicago,seen live,underground hip-hop,hip hop,rap,reggae,indie,underground rap,anticon"
Horse Jumper of Love,Horse Jumper of Love,Orange Peeler,"16 Feb 2019, 22:14","noise rock,shoegaze,slowcore,experimental,slow,lofi,boston,lo fi,gloomy,polvo"
Globelamp,Romantic Cancer,Black Tar,"16 Feb 2019, 22:12","indie,female vocalists,singer-songwriter,dream pop,olympia,low-fi,psychedelic,Dreamy,songwriter,american"
Destroyer,Streethawk: A Seduction,Beggars Might Ride,"16 Feb 2019, 22:09","indie,seen live,indie rock,Canadian,singer-songwriter,indie pop,chamber pop,alternative,rock,Lo-Fi"
Ryan Pollie,Los Angeles Police Department,Grown,"16 Feb 2019, 22:05","indie,indie pop,indie rock,american,bedroom pop"
The Pauses,Unbuilding,The Best For The Most For The Least,"16 Feb 2019, 22:01","indie rock,indie,alternative,alternative rock,florida,Metric,friendfeed,jason kupfer,tierney tough,electronic"
Smidley,Smidley,Fuck This,"16 Feb 2019, 21:57","indie pop,dream pop"
American Football,American Football,Never Meant,"16 Feb 2019, 21:54","emo,indie,math rock,indie rock,midwest emo,indie pop,kinsella,rock,alternative,american"
Dismemberment Plan,Change,Time Bomb,"16 Feb 2019, 21:49","indie rock,indie,post-punk,alternative,seen live,rock,post-hardcore,indie pop,math rock,alternative rock"
short fictions,"There's a Dark Shadow on the Flames of the Burning Sun, Pt. I",I Hate Everything in My Life and I Never Won't,"16 Feb 2019, 21:47","math rock,post-rock"
Palehound,Dry Food,Dry Food,"16 Feb 2019, 21:43","seen live,female vocalists,USA,indie,alternative rock,folk rock,garage,rock,folk,new york"
Worst party ever,Anthology,Sub Bean Every Day,"16 Feb 2019, 21:41","emo,indie,punk,alternative,indie rock,pop punk,Pop-punk,indiemo"
Fall Out Boy,From Under the Cork Tree,"Sugar, We're Goin Down","16 Feb 2019, 20:20","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Fall Out Boy,Take This to Your Grave,Grand Theft Autumn / Where Is Your Boy,"16 Feb 2019, 20:17","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Weatherbox,American Art,Trippin' the Life Fantastic,"16 Feb 2019, 17:54","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
Mom Jeans.,Best Buds,Edward 40hands,"16 Feb 2019, 17:49","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Mom Jeans.,Mom Jeans. on Audiotree Live,Vape Nation - Audiotree Live Version,"16 Feb 2019, 17:46","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Free Throw,Those Days Are Gone,Pallet Town,"16 Feb 2019, 17:41","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
SWMRS,April in Houston / Berkeley's On Fire,April in Houston,"15 Feb 2019, 19:54","pop punk,seen live,punk rock,surf punk,indie,rock,punk,alternative,indie rock,american"
Gabby's World,O.K.,The Thunder Answered Back,"15 Feb 2019, 19:49","bedroom pop,indie,rock,alternative,female vocalists,singer-songwriter,acoustic,glo-fi,flower punk"
Car Seat Headrest,Twin Fantasy,Bodys,"15 Feb 2019, 19:42","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
oso oso,gb/ol h/nf / subside,subside,"15 Feb 2019, 19:39","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
All Get Out,Nobody Likes A Quitter,Whatever,"15 Feb 2019, 04:33","indie rock,indie,seen live,rock,folk,alternative rock,post-hardcore,south carolina,sounds so sincere I could die,alternative"
Pianos Become the Teeth,Hiding,Hiding,"15 Feb 2019, 04:28","screamo,post-rock,post-hardcore,indie,seen live,post-rock screamo,emo,art screamo,hardcore,real screamo"
Weatherbox,Flies in All Directions,Bathin' in the Fuss,"15 Feb 2019, 04:24","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
Car Seat Headrest,Twin Fantasy,Bodys,"15 Feb 2019, 04:17","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Tiny Moving Parts,For the Sake of Brevity / Fish Bowl,For The Sake Of Brevity,"15 Feb 2019, 04:13","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Car Seat Headrest,How To Leave Town,America (Never Been),"15 Feb 2019, 01:14","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Car Seat Headrest,How To Leave Town,You're In Love With Me,"15 Feb 2019, 01:09","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Car Seat Headrest,How To Leave Town,I-94 W (832 mi),"15 Feb 2019, 01:07","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Car Seat Headrest,How To Leave Town,Kimochi Warui (When? When? When? When? When? When? When?),"15 Feb 2019, 01:03","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Car Seat Headrest,How To Leave Town,Beast Monster Thing (Love Isn't Love Enough),"15 Feb 2019, 00:56","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Naked Giants,R.I.P.,Twist,"15 Feb 2019, 00:41","seen live,Garage Rock,indie rock,indie,rock,punk,alternative,noise rock,psychedelic,punk rock"
Car Seat Headrest,How To Leave Town,The Ending of Dramamine,"15 Feb 2019, 00:41","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Blind Melon,Soup,Toes Across the Floor,"14 Feb 2019, 23:38","Grunge,rock,alternative rock,alternative,90s,indie,seen live,Blind Melon,classic rock,psychedelic"
Spin Doctors,Pocket Full Of Kryptonite (Anniversary Edition),Little Miss Can't Be Wrong,"14 Feb 2019, 23:34","rock,alternative rock,90s,alternative,pop,Funk Rock,funk,american,seen live,pop rock"
Matthew Sweet,100 % Fun,Super Baby,"14 Feb 2019, 23:31","power pop,singer-songwriter,alternative,rock,indie,seen live,90s,pop,alternative rock,indie pop"
The Lemonheads,It's a Shame About Ray (Expanded Edition),It's A Shame About Ray - Remastered,"14 Feb 2019, 23:28","alternative,indie,alternative rock,seen live,rock,indie rock,90s,power pop,american,indie pop"
The Smithereens,The Smithereens Cover Tunes Collection,The Game Of Love,"14 Feb 2019, 23:25","rock,power pop,80s,alternative,college rock,seen live,american,indie,new jersey,alternative rock"
Spin Doctors,Pocket Full Of Kryptonite,Two Princes,"14 Feb 2019, 23:21","rock,alternative rock,90s,alternative,pop,Funk Rock,funk,american,seen live,pop rock"
Prince,The Hits 1,7,"14 Feb 2019, 23:14","funk,pop,soul,80s,rock,seen live,prince,rnb,dance,classic rock"
Naked Giants,R.I.P.,Twist,"14 Feb 2019, 20:51","seen live,Garage Rock,indie rock,indie,rock,punk,alternative,noise rock,psychedelic,punk rock"
Parquet Courts,Light Up Gold + Tally All The Things That You Broke,Stoned and Starving,"13 Feb 2019, 19:39","post-punk,Garage Rock,seen live,noise rock,indie,alternative,indie rock,punk,new york,rock"
Tiny Moving Parts,This Couch is Long & Full of Friendship,Dakota,"13 Feb 2019, 14:42","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Pleasant Living,Sundress,"13 Feb 2019, 14:39","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,For the Sake of Brevity / Fish Bowl,For The Sake Of Brevity,"13 Feb 2019, 14:36","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,Swell,Caution,"13 Feb 2019, 14:33","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Tiny Moving Parts,For the Sake of Brevity / Fish Bowl,Fish Bowl,"13 Feb 2019, 14:30","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Illuminati Hotties,Kiss Yr Frenemies,(You're Better) Than Ever,"13 Feb 2019, 14:27","indie rock,Lo-Fi,los angeles"
Tiny Moving Parts,Pleasant Living,Always Focused,"13 Feb 2019, 14:27","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Half Waif,Lavender,Silt,"12 Feb 2019, 15:37","indie,pop,indie pop,female vocalists,electronic,seen live,alternative,USA,experimental,synthpop"
Half Waif,Lavender,Keep It Out,"12 Feb 2019, 15:33","indie,pop,indie pop,female vocalists,electronic,seen live,alternative,USA,experimental,synthpop"
Half Waif,Lavender,Lavender Burning,"12 Feb 2019, 14:55","indie,pop,indie pop,female vocalists,electronic,seen live,alternative,USA,experimental,synthpop"
Death Cab for Cutie,Transatlanticism Demos,The Sound of Settling - Demo,"12 Feb 2019, 05:51","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
The Wonder Years,Suburbia I've Given You All and Now I'm Nothing (Deluxe Version),Woke Up Older (acoustic),"12 Feb 2019, 05:47","pop punk,melodic hardcore,seen live,punk,beardcore,melodic punk,Easycore,punk rock,hardcore,Pop-punk"
All Time Low,"So Wrong, It's Right (Deluxe Version)","Dear Maria, Count Me In (Connect Sets Acoustic)","12 Feb 2019, 05:44","pop punk,rock,powerpop,seen live,emo,punk,alternative,All Time Low,pop rock,punk rock"
The Cardboard Swords,Remnants,Flannel,"12 Feb 2019, 05:41","emo,midwest emo,indie,rock,indie rock,pop punk,sad pop"
Cyberbully Mom Club,outdoor activities,better than that,"12 Feb 2019, 05:39","Lo-Fi,emo,Philly,indie,USA,acoustic,All,bedroom pop,bummer,Philadelphia"
The Wonder Years,Sleeping on Trash: A Collection of Songs Recorded 2005-2010,Christmas at 22,"12 Feb 2019, 05:36","pop punk,melodic hardcore,seen live,punk,beardcore,melodic punk,Easycore,punk rock,hardcore,Pop-punk"
Delta Sleep,Management,Camp Adventure,"12 Feb 2019, 05:33","math rock,experimental,post-hardcore,seen live,british,emo,indie,indie rock,Progressive rock,england"
Anathema,Hindsight,Are You There?,"12 Feb 2019, 05:28","doom metal,Progressive rock,Progressive metal,atmospheric,seen live,metal,atmospheric rock,rock,alternative,british"
The Airborne Toxic Event,All At Once,The Graveyard Near The House,"12 Feb 2019, 05:23","indie rock,indie,rock,seen live,american,indie pop,alternative rock,alternative,los angeles,LastfmSC"
Retirement Party,Strictly Speaking,My Chapstick Melted In The Dryer,"12 Feb 2019, 05:22","indie,punk,emo,indie rock,pop punk,Pop-punk,emo pop"
Modern Baseball,Sports,I Think You Were in My Profile Picture Once,"12 Feb 2019, 05:20","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Fireworks,Gospel,I Am the Challenger,"12 Feb 2019, 05:17","pop punk,seen live,melodic punk,Pop-punk,punk,Michigan,punk rock,melodic hardcore,rock,Easycore"
Posture & the Grizzly,I Am Satan,I Am a Real Doctor,"12 Feb 2019, 05:15","emo,punk,seen live,indie,punk rock,indie rock,pop punk,screamo,male vocalist,live"
Boris Smile,Young and it Feels so Good,True Colors,"12 Feb 2019, 05:12","indie folk,count your lucky stars,seen live,indie rock,Mellow,indie,pop,alternative,indie pop,Lo-Fi"
Crywank,James Is Going To Die Soon,Welcome To Castle Irwell,"12 Feb 2019, 05:10","folk punk,sadcore,anti-folk,Lo-Fi,outsider,folk,acoustic,acoustic punk,emo,singer-songwriter"
The Front Bottoms,Rose,Awkward Conversations,"12 Feb 2019, 05:07","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
pill friends,"Let's Be Nice (B-Sides, Covers & Demos)",Save Me,"12 Feb 2019, 05:05","Lo-Fi,emo,noise,indie,bummer,indie pop,indie rock,noise rock,noise pop,kpins"
Oliver Houston,Mixed Reviews,Mixed Reviews,"12 Feb 2019, 05:02","midwest emo,math rock,emo,indie rock,indie,punk,math,twinkly,Rad,Bandcamp"
