artist,album,song,listen_date,genre
Carly Rae Jepsen,Emotion,I Didn‰Ûªt Just Come Here To Dance,"07 May 2017, 20:47","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,Run Away with Me,"07 May 2017, 20:43","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Passenger,Young as the Morning Old as the Sea (Deluxe Version),Anywhere,"07 May 2017, 20:39","folk,Melodic Death Metal,alternative metal,Nu Metal,metal,seen live,indie,acoustic,british,alternative"
The Hotelier,"Home, Like Noplace Is There",Your Deep Rest,"05 May 2017, 21:13","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,american,emo revival"
Fake Problems,Real Ghosts Caught On Tape,Songs For Teenagers,"03 May 2017, 22:15","folk punk,seen live,punk,indie,folk,Alt-country,indie rock,florida,orgcore,rock"
Cursive,"Mama, I'm Swollen",From The Hips,"03 May 2017, 22:11","indie,indie rock,seen live,emo,alternative,Saddle Creek,rock,post-hardcore,alternative rock,hardcore"
Tokyo Police Club,Champ (Deluxe Edition),Favourite Colour,"03 May 2017, 22:08","indie rock,indie,seen live,Canadian,post-punk,alternative,rock,alternative rock,canada,Post punk"
Their / They're / There,Their / They're / There,Their / They're / Therapy,"03 May 2017, 01:50","emo,math rock,indie,skametal,indie rock,kinsella,midwest emo,Twinkle daddies,seen live,rock"
Carly Rae Jepsen,Emotion,When I Needed You,"02 May 2017, 00:57","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,Warm Blood,"02 May 2017, 00:52","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,LA Hallucinations,"01 May 2017, 01:27","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,Let‰Ûªs Get Lost,"01 May 2017, 01:24","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,Your Type,"01 May 2017, 01:02","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,Making the Most of the Night,"01 May 2017, 00:58","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,Boy Problems,"01 May 2017, 00:54","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,All That,"01 May 2017, 00:49","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,Gimmie Love,"01 May 2017, 00:46","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,I Really Like You,"01 May 2017, 00:43","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,Emotion,"01 May 2017, 00:39","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Carly Rae Jepsen,Emotion,Run Away with Me,"01 May 2017, 00:35","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
blink-182,Neighborhoods (Deluxe Explicit Version),Up All Night,"01 May 2017, 00:20","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
blink-182,Neighborhoods (Deluxe Explicit Version),Natives,"01 May 2017, 00:16","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
blink-182,Neighborhoods (Deluxe Explicit Version),Ghost on the Dance Floor,"01 May 2017, 00:12","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
blink-182,Neighborhoods (Deluxe Explicit Version),Even If She Falls,"30 Apr 2017, 23:45","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
blink-182,Neighborhoods (Deluxe Explicit Version),Fighting the Gravity,"30 Apr 2017, 21:38","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Relient K,Forget and Not Slow Down,Candlelight,"30 Apr 2017, 21:34","rock,pop punk,christian rock,christian,punk,seen live,alternative,emo,punk rock,alternative rock"
fun.,Aim and Ignite (Deluxe Version),All the Pretty Girls,"30 Apr 2017, 21:31","indie pop,indie,alternative,pop,rock,seen live,american,indie rock,male vocalists,fun"
The Decemberists,The Crane Wife,When the War Came,"30 Apr 2017, 21:25","indie,indie rock,folk,seen live,alternative,indie pop,rock,indie folk,folk rock,favorites"
The Decemberists,The Crane Wife,The Perfect Crime #2,"30 Apr 2017, 21:19","indie,indie rock,folk,seen live,alternative,indie pop,rock,indie folk,folk rock,favorites"
The Decemberists,The Crane Wife,O Valencia!,"30 Apr 2017, 21:16","indie,indie rock,folk,seen live,alternative,indie pop,rock,indie folk,folk rock,favorites"
The Decemberists,The Crane Wife,Yankee Bayonet (I Will Be Home Then),"30 Apr 2017, 21:11","indie,indie rock,folk,seen live,alternative,indie pop,rock,indie folk,folk rock,favorites"
The Decemberists,The Crane Wife,The Island,"30 Apr 2017, 20:56","indie,indie rock,folk,seen live,alternative,indie pop,rock,indie folk,folk rock,favorites"
The Decemberists,The Crane Wife,The Crane Wife 3,"30 Apr 2017, 20:52","indie,indie rock,folk,seen live,alternative,indie pop,rock,indie folk,folk rock,favorites"
The Postal Service,Give Up,This Place Is a Prison,"30 Apr 2017, 20:48","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Against All Odds (Take a Look At Me Now) [Remastered],"30 Apr 2017, 20:43","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,Recycled Air,"30 Apr 2017, 20:39","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,Clark Gable,"30 Apr 2017, 20:34","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,Brand New Colony,"30 Apr 2017, 20:30","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,We Will Become Silhouettes,"30 Apr 2017, 20:25","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,Nothing Better,"30 Apr 2017, 20:21","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,Recycled Air,"30 Apr 2017, 20:16","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,Recycled Air,"30 Apr 2017, 19:16","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,Nothing Better,"30 Apr 2017, 19:12","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,Sleeping In,"30 Apr 2017, 19:08","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,Such Great Heights,"30 Apr 2017, 19:03","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Postal Service,Give Up,The District Sleeps Alone Tonight,"30 Apr 2017, 18:58","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
The Magnetic Fields,69 Love Songs,The Book of Love,"30 Apr 2017, 18:55","indie,indie pop,Lo-Fi,indie rock,alternative,seen live,pop,electronic,rock,american"
Silversun Pickups,Carnavas,Well Thought Out Twinkles,"30 Apr 2017, 18:21","indie rock,indie,alternative,seen live,shoegaze,rock,alternative rock,american,dream pop,indie pop"
Birdy,Birdy (Deluxe Version),Skinny Love,"30 Apr 2017, 18:18","folk,indie,female vocalists,british,singer-songwriter,indie pop,pop,piano,indie folk,seen live"
Japandroids,Celebration Rock,The House That Heaven Built,"30 Apr 2017, 18:13","noise rock,seen live,Garage Rock,indie,indie rock,Canadian,shoegaze,alternative rock,rock,alternative"
Jimmy Eat World,Clarity (Expanded Edition),Lucky Denver Mint,"30 Apr 2017, 18:08","rock,alternative,emo,alternative rock,seen live,indie,indie rock,punk,pop punk,punk rock"
TTNG,Animals,Panda,"30 Apr 2017, 18:02","seen live,math rock,indie,emo,indie rock,Progressive rock,rock,british,alternative rock,experimental"
Death Cab for Cutie,The Open Door EP,My Mirror Speaks,"30 Apr 2017, 06:29","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Noah and the Whale,"Peaceful, The World Lays Me Down",2 Atoms In A Molecule,"30 Apr 2017, 06:27","folk,indie,indie folk,seen live,british,folk rock,twee,indie pop,alternative,Alt-country"
blink-182,Neighborhoods (Deluxe Explicit Version),Even If She Falls,"30 Apr 2017, 06:24","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Bad Books,II,It Never Stops,"30 Apr 2017, 06:21","indie,folk,indie rock,folk rock,alternative,alternative rock,seen live,american,rock,indie folk"
Vampire Weekend,Mansard Roof,Ladies of Cambridge,"29 Apr 2017, 19:11","indie,indie rock,indie pop,seen live,alternative,rock,american,pop,alternative rock,new york"
Young the Giant,Young the Giant (Special Edition),Apartment,"29 Apr 2017, 19:07","indie rock,indie,rock,american,seen live,California,alternative rock,alternative,young the giant,USA"
fun.,Aim and Ignite (Deluxe Version),All the Pretty Girls,"29 Apr 2017, 19:03","indie pop,indie,alternative,pop,rock,seen live,american,indie rock,male vocalists,fun"
Ball Park Music,Happiness and Surrounding Suburbs,It's Nice To Be Alive,"29 Apr 2017, 18:58","indie pop,australian,indie,seen live,Unearthed,Aussie,indie rock,pop,piano,Brisbane"
This Providence,This Providence,My Beautiful Rescue,"29 Apr 2017, 18:55","seen live,indie,alternative,indie rock,emo,rock,pop punk,Fueled by Ramen,acoustic,pop rock"
Bad Suns,Transpose EP,20 Years,"29 Apr 2017, 18:51","indie rock,indie,rock,space rock,desert rock,seen live,alternative,indie pop,los angeles,alternative rock"
For The Foxes,The Revolution - EP,The Revolution,"29 Apr 2017, 18:48","alternative,powerpop,rock,alternative rock,seen live,pop,power pop,All,indie,pop punk"
The Matches,Decomposer,Salty Eyes,"29 Apr 2017, 18:24","seen live,punk,pop punk,rock,alternative,punk rock,indie,emo,alternative rock,Pop-punk"
Dinosaur Pile-Up,Nature Nurture,Derail,"29 Apr 2017, 18:21","seen live,indie rock,alternative,indie,Grunge,british,alternative rock,rock,Leeds,keep an eye on"
Bad Suns,Transpose EP,20 Years,"29 Apr 2017, 18:18","indie rock,indie,rock,space rock,desert rock,seen live,alternative,indie pop,los angeles,alternative rock"
The Young Veins,Take A Vacation!,Change,"29 Apr 2017, 18:15","indie rock,indie,alternative,rock,folk,classic rock,best half of panic,alternative rock,american,Garage Rock"
The Colourist,The Colourist,Wishing Wells,"29 Apr 2017, 18:11","indie pop,indie,pop,rock,female vocalists,seen live,math pop,indie rock,power pop,american"
Surfer Blood,Pythons (Deluxe Version),Say Yes To Me,"29 Apr 2017, 18:08","seen live,surf rock,indie rock,indie,Lo-Fi,psychedelic,Surf,american,rock,florida"
Bayside,The Walking Wounded [Gold Edition],Landing Feet First,"29 Apr 2017, 18:04","seen live,emo,rock,alternative,punk,indie,pop punk,alternative rock,punk rock,screamo"
Unturned,Acceptance,Balancing Act,"29 Apr 2017, 18:01","pop punk,emo,midwest emo"
Andrew McMahon in the Wilderness,The Pop Underground EP,Synesthesia,"29 Apr 2017, 17:57","piano rock,indie pop,seen live,indie,alternative,indie rock,alternative rock,piano,american,Pop-Rock"
Good Old War,Only Way To Be Alone,Coney Island,"29 Apr 2017, 17:47","folk,indie,acoustic,seen live,Alt-country,country,indie folk,american,folk rock,rock"
The Format,Dog Problems (Bonus Track Version),If Work Permits,"29 Apr 2017, 17:41","indie,seen live,indie pop,alternative,indie rock,rock,emo,pop,The Format,favorites"
The Lonely Forest,Arrows (Deluxe),We Sing In Time,"29 Apr 2017, 17:37","indie rock,indie,seen live,rock,alternative,piano rock,washington,positive,anacortes,alternative rock"
Coconut Records,Nighttiming,It's Not You It's Me,"29 Apr 2017, 17:34","indie,indie pop,alternative,indie rock,pop,singer-songwriter,rock,american,California,jason schwartzman"
Ryan Miller,Big Machine (Safety Not Guaranteed / Soundtrack Version),Big Machine,"29 Apr 2017, 17:31","indie,Soundtrack,alternative,chill,rock,folk,ambient,indie rock,import,Spokane"
Relient K,Forget and Not Slow Down,Candlelight,"29 Apr 2017, 17:27","rock,pop punk,christian rock,christian,punk,seen live,alternative,emo,punk rock,alternative rock"
Pixies,Surfer Rosa & Come On Pilgrim,Oh My Golly!,"28 Apr 2017, 02:01","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Pixies,Surfer Rosa & Come On Pilgrim,Tony's theme,"28 Apr 2017, 01:59","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Pixies,Surfer Rosa & Come On Pilgrim,Cactus,"28 Apr 2017, 01:56","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Pixies,Surfer Rosa & Come On Pilgrim,Where Is My Mind?,"28 Apr 2017, 01:52","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Pixies,Surfer Rosa & Come On Pilgrim,River Euphrates,"28 Apr 2017, 01:50","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Pixies,Surfer Rosa & Come On Pilgrim,Gigantic,"28 Apr 2017, 01:46","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Pixies,Surfer Rosa & Come On Pilgrim,Broken Face,"28 Apr 2017, 01:44","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Pixies,Surfer Rosa & Come On Pilgrim,Something Against You,"28 Apr 2017, 01:42","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Pixies,Surfer Rosa & Come On Pilgrim,Break My Body,"28 Apr 2017, 01:30","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Pixies,Surfer Rosa & Come On Pilgrim,Bone Machine,"28 Apr 2017, 01:27","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Jimmy Eat World,Jimmy Eat World,A Praise Chorus,"28 Apr 2017, 01:15","rock,alternative,emo,alternative rock,seen live,indie,indie rock,punk,pop punk,punk rock"
What Made Milwaukee Famous,What Doesn't Kill Us,Sultan,"28 Apr 2017, 00:57","seen live,indie rock,indie,indie pop,austin,rock,texas,american,check out,best of 2006"
Passion Pit,Gossamer,Carried Away,"28 Apr 2017, 00:54","electronic,indie,indie pop,seen live,pop,falsetto,electropop,american,synthpop,electronica"
Valencia,This Could Be A Possibility,The Space Between,"27 Apr 2017, 23:55","pop punk,seen live,emo,alternative,rock,punk,indie,Pop-punk,powerpop,pop rock"
Los Campesinos!,Romance is Boring,The Sea Is a Good Place to Think of the Future,"27 Apr 2017, 23:50","indie pop,indie,seen live,british,indie rock,twee,pop,welsh,alternative,dance"
Staying for the Weekend,Camp Empathy,The Giving Tree,"27 Apr 2017, 23:47",
MAE,Destination: Beautiful,Embers And Envelopes - Licensed Master From Mae,"27 Apr 2017, 23:41","emo,indie,alternative,rock,seen live,indie rock,christian,alternative rock,mae,punk"
A Silent Film,The City That Sleeps,You Will Leave a Mark,"27 Apr 2017, 23:37","indie,indie rock,post-punk,alternative,rock,british,seen live,alternative rock,piano,piano rock"
"Manchester Orchestra, Grouplove",Make It To Me,Make It To Me,"27 Apr 2017, 23:33",indie
Bad Luck,Last Bus (Change),Last Bus (Change),"27 Apr 2017, 23:29","anime,japanese,j-pop,Soundtrack,gravitation,electronic,rock,anime ost,pop,alternative rock"
City and Colour,Bring Me Your Love (Special Edition),The Girl,"27 Apr 2017, 23:23","acoustic,indie,singer-songwriter,folk,Canadian,seen live,alternative,rock,indie rock,emo"
Conor Oberst and the Mystic Valley Band,One of My Kind,One of My Kind,"27 Apr 2017, 23:19","seen live,folk,indie,singer-songwriter,conor oberst,Alt-country,indie rock,american,folk rock,rock"
Twenty One Pilots,Vessel,Holding on to You,"27 Apr 2017, 23:13","electronic,indie,alternative,indie pop,rap,seen live,Hip-Hop,alternative rock,pop,american"
Steady Hands,The Libertines,The Libertines,"27 Apr 2017, 01:19","post-hardcore,melodic hardcore,ambient,indie,hardcore,folk,pop punk,indie folk,folk punk,under 2000 listeners"
Modest Mouse,The Moon & Antarctica,3rd Planet,"27 Apr 2017, 01:15","indie,indie rock,alternative,rock,seen live,alternative rock,indie pop,Modest Mouse,emo,american"
Manchester Orchestra,Cope (Deluxe Version),Girl Harbor,"27 Apr 2017, 01:12","indie rock,seen live,indie,alternative,rock,atlanta,alternative rock,american,emo,georgia"
Arkells,Michigan Left,On Paper,"27 Apr 2017, 00:29","seen live,Canadian,indie rock,rock,indie,alternative,canada,alternative rock,ontario,hamilton"
Jukebox the Ghost,Everything Under The Sun,Schizophrenia,"27 Apr 2017, 00:26","indie pop,seen live,indie,piano rock,indie rock,piano,rock,alternative,pop,male vocalists"
Rozwell Kid,Too Shabby,Birthday Sombrero,"27 Apr 2017, 00:21","alternative rock,power pop,indie rock,seen live,alternative,indie,rock,punk,emo,american"
Diamond Youth,Don't Lose Your Cool,Sunburn,"27 Apr 2017, 00:18","alternative rock,rock,alternative,punk rock,seen live,punk,Grunge,indie rock,indie,USA"
Tokyo Police Club,Champ,Favourite Food,"27 Apr 2017, 00:15","indie rock,indie,seen live,Canadian,post-punk,alternative,rock,alternative rock,canada,Post punk"
Into It. Over It.,52 Weeks,Pinky Swear,"27 Apr 2017, 00:13","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
The Hotelier,"Home, Like Noplace Is There",Your Deep Rest,"27 Apr 2017, 00:09","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,american,emo revival"
The Dangerous Summer,Reach For The Sun,Where I Want To Be,"27 Apr 2017, 00:05","alternative rock,pop rock,emo,rock,alternative,seen live,pop punk,american,indie rock,maryland"
Robbers on High Street,Tree City,Love Underground,"27 Apr 2017, 00:03","indie,indie rock,seen live,rock,new york,indie pop,alternative,electronic,00s,american"
The Mellowells,Melting Vibes,Melting Vibes,"26 Apr 2017, 23:59",
Maritime,Magnetic Bodies/Maps of Bones,Roaming Empire,"26 Apr 2017, 23:45","indie,indie pop,indie rock,seen live,alternative,Grand Hotel Van Cleef,rock,alternative rock,emo,pop"
Passenger,Wicked Man's Rest,Night Vision Binoculars,"26 Apr 2017, 23:41","folk,Melodic Death Metal,alternative metal,Nu Metal,metal,seen live,indie,acoustic,british,alternative"
Tokyo Police Club,Champ,Favourite Food,"25 Apr 2017, 21:49","indie rock,indie,seen live,Canadian,post-punk,alternative,rock,alternative rock,canada,Post punk"
Arkells,Michigan Left,On Paper,"25 Apr 2017, 21:46","seen live,Canadian,indie rock,rock,indie,alternative,canada,alternative rock,ontario,hamilton"
Manchester Orchestra,Cope (Deluxe Version),Girl Harbor,"25 Apr 2017, 21:42","indie rock,seen live,indie,alternative,rock,atlanta,alternative rock,american,emo,georgia"
Passenger,Wicked Man's Rest,Night Vision Binoculars,"25 Apr 2017, 21:39","folk,Melodic Death Metal,alternative metal,Nu Metal,metal,seen live,indie,acoustic,british,alternative"
Bad Luck,Last Bus (Change),Last Bus (Change),"23 Apr 2017, 04:37","anime,japanese,j-pop,Soundtrack,gravitation,electronic,rock,anime ost,pop,alternative rock"
Bad Luck,Cold Bones,Cold Bones,"23 Apr 2017, 04:33","anime,japanese,j-pop,Soundtrack,gravitation,electronic,rock,anime ost,pop,alternative rock"
Bad Luck,Cold Bones,Willoughby,"22 Apr 2017, 21:18","anime,japanese,j-pop,Soundtrack,gravitation,electronic,rock,anime ost,pop,alternative rock"
Bad Luck,Noise In Your Head,The Shitt,"22 Apr 2017, 21:15","anime,japanese,j-pop,Soundtrack,gravitation,electronic,rock,anime ost,pop,alternative rock"
Bad Luck,Cold Bones,Lantern Park,"22 Apr 2017, 21:10","anime,japanese,j-pop,Soundtrack,gravitation,electronic,rock,anime ost,pop,alternative rock"
Bad Luck,Noise In Your Head,Noise In Your Head,"22 Apr 2017, 21:07","anime,japanese,j-pop,Soundtrack,gravitation,electronic,rock,anime ost,pop,alternative rock"
Bad Luck,Noise In Your Head,Love Song,"22 Apr 2017, 21:05","anime,japanese,j-pop,Soundtrack,gravitation,electronic,rock,anime ost,pop,alternative rock"
Bad Luck,Last Bus (Change),Last Bus (Change),"22 Apr 2017, 21:02","anime,japanese,j-pop,Soundtrack,gravitation,electronic,rock,anime ost,pop,alternative rock"
A Silent Film,The City That Sleeps,You Will Leave a Mark,"22 Apr 2017, 20:59","indie,indie rock,post-punk,alternative,rock,british,seen live,alternative rock,piano,piano rock"
"Manchester Orchestra, Grouplove",Make It To Me,Make It To Me,"22 Apr 2017, 20:55",indie
The Dangerous Summer,Reach For The Sun,Where I Want To Be,"22 Apr 2017, 20:20","alternative rock,pop rock,emo,rock,alternative,seen live,pop punk,american,indie rock,maryland"
The Audition,Self-Titled Album,Los Angeles,"22 Apr 2017, 20:16","seen live,pop punk,emo,rock,alternative,indie,punk,alternative rock,Pop-punk,pop rock"
Passenger,Wicked Man's Rest,Night Vision Binoculars,"22 Apr 2017, 20:13","folk,Melodic Death Metal,alternative metal,Nu Metal,metal,seen live,indie,acoustic,british,alternative"
Jukebox the Ghost,Everything Under The Sun,Schizophrenia,"22 Apr 2017, 18:41","indie pop,seen live,indie,piano rock,indie rock,piano,rock,alternative,pop,male vocalists"
The Mellowells,Melting Vibes,Melting Vibes,"22 Apr 2017, 18:38",
Passion Pit,Gossamer,Carried Away,"22 Apr 2017, 18:34","electronic,indie,indie pop,seen live,pop,falsetto,electropop,american,synthpop,electronica"
Staying for the Weekend,Camp Empathy,The Giving Tree,"22 Apr 2017, 18:31",
Conor Oberst and the Mystic Valley Band,One of My Kind,One of My Kind,"22 Apr 2017, 18:27","seen live,folk,indie,singer-songwriter,conor oberst,Alt-country,indie rock,american,folk rock,rock"
What Made Milwaukee Famous,What Doesn't Kill Us,Sultan,"22 Apr 2017, 18:24","seen live,indie rock,indie,indie pop,austin,rock,texas,american,check out,best of 2006"
Robbers on High Street,Tree City,Love Underground,"22 Apr 2017, 16:50","indie,indie rock,seen live,rock,new york,indie pop,alternative,electronic,00s,american"
Rozwell Kid,Too Shabby,Birthday Sombrero,"22 Apr 2017, 16:46","alternative rock,power pop,indie rock,seen live,alternative,indie,rock,punk,emo,american"
Maritime,Magnetic Bodies/Maps of Bones,Roaming Empire,"22 Apr 2017, 16:42","indie,indie pop,indie rock,seen live,alternative,Grand Hotel Van Cleef,rock,alternative rock,emo,pop"
Los Campesinos!,Romance is Boring,The Sea Is a Good Place to Think of the Future,"22 Apr 2017, 16:38","indie pop,indie,seen live,british,indie rock,twee,pop,welsh,alternative,dance"
Steady Hands,The Libertines,The Libertines,"22 Apr 2017, 16:35","post-hardcore,melodic hardcore,ambient,indie,hardcore,folk,pop punk,indie folk,folk punk,under 2000 listeners"
Valencia,This Could Be A Possibility,The Space Between,"22 Apr 2017, 16:31","pop punk,seen live,emo,alternative,rock,punk,indie,Pop-punk,powerpop,pop rock"
Deer Tick,The Black Dirt Sessions,Twenty Miles,"22 Apr 2017, 02:29","folk,Alt-country,indie,seen live,singer-songwriter,americana,indie folk,Recommended,kickasstic,pay attention"
The Hotelier,"Home, Like Noplace Is There",Among the Wildflowers,"22 Apr 2017, 02:24","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,american,emo revival"
The Hotelier,"Home, Like Noplace Is There",An Introduction to the Album,"21 Apr 2017, 21:13","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,american,emo revival"
The Strokes,Comedown Machine,All The Time,"19 Apr 2017, 14:31","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
The Strokes,Comedown Machine,Tap Out,"19 Apr 2017, 14:28","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Kings of Leon,Come Around Sundown,Pyro,"19 Apr 2017, 14:02","rock,indie,indie rock,alternative,seen live,Southern Rock,alternative rock,american,Garage Rock,kings of leon"
Kings of Leon,Come Around Sundown,Radioactive,"19 Apr 2017, 13:53","rock,indie,indie rock,alternative,seen live,Southern Rock,alternative rock,american,Garage Rock,kings of leon"
Funeral Suits,Colour Fade,Colour Fade,"19 Apr 2017, 13:49","indie,post-punk,alternative,irish,alternative rock,seen live,indie rock,rock,male vocalists,electronic"
Foo Fighters,The Colour and the Shape,Everlong,"19 Apr 2017, 13:43","rock,alternative rock,Grunge,alternative,seen live,hard rock,post-grunge,foo fighters,indie,american"
Foo Fighters,The Colour and the Shape,"Hey, Johnny Park!","19 Apr 2017, 13:38","rock,alternative rock,Grunge,alternative,seen live,hard rock,post-grunge,foo fighters,indie,american"
Foo Fighters,The Colour and the Shape,Monkey Wrench,"19 Apr 2017, 13:34","rock,alternative rock,Grunge,alternative,seen live,hard rock,post-grunge,foo fighters,indie,american"
Death Cab for Cutie,Codes and Keys,You Are a Tourist,"19 Apr 2017, 13:29","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Death Cab for Cutie,Codes and Keys,Some Boys,"19 Apr 2017, 13:24","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Colbie Caillat,Coco,Feelings Show,"19 Apr 2017, 13:21","female vocalists,pop,acoustic,singer-songwriter,indie,folk,colbie caillat,alternative,american,Mellow"
Colbie Caillat,Coco,Bubbly,"19 Apr 2017, 13:18","female vocalists,pop,acoustic,singer-songwriter,indie,folk,colbie caillat,alternative,american,Mellow"
Go Radio,Close The Distance (With Commentary),Lost and Found,"19 Apr 2017, 13:15","pop punk,indie,rock,powerpop,emo,alternative rock,seen live,pop rock,alternative,american"
Jimmy Eat World,Clarity (Expanded Edition),Lucky Denver Mint,"19 Apr 2017, 13:11","rock,alternative,emo,alternative rock,seen live,indie,indie rock,punk,pop punk,punk rock"
Mat Kearney,City Of Black & White,Closer To Love,"19 Apr 2017, 13:06","singer-songwriter,acoustic,indie,alternative,rock,seen live,pop,christian,male vocalists,american"
Mat Kearney,City Of Black & White,Fire & Rain,"19 Apr 2017, 13:02","singer-songwriter,acoustic,indie,alternative,rock,seen live,pop,christian,male vocalists,american"
Britney Spears,Circus (Deluxe Version),If U Seek Amy,"19 Apr 2017, 12:55","pop,dance,female vocalists,Britney Spears,legend,american,seen live,sexy,female,90s"
Britney Spears,Circus (Deluxe Version),Circus,"19 Apr 2017, 11:40","pop,dance,female vocalists,Britney Spears,legend,american,seen live,sexy,female,90s"
Britney Spears,Circus (Deluxe Version),Womanizer,"19 Apr 2017, 11:35","pop,dance,female vocalists,Britney Spears,legend,american,seen live,sexy,female,90s"
Ke$ha,Chimes of Freedom: The Songs of Bob Dylan Honoring 50 Years of Amnesty International,"Don't Think Twice, It's All Right","18 Apr 2017, 19:57","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
